id,username,password,birthday,gender,email,avatar,isActive,securityQuestion,securityAnswer,mfaSecret,mfaKeyId,mfaEnabled,mfaRegistered,securityQuestionEnabled,created,updated,userCreated,userUpdated
12d44047-036f-4893-b00f-99295005c152|qweqwe1|avatar|||||||||||||2024-02-21 14:29:38.636174|2024-02-21 14:29:38.636174|admin|admin
75c5f62b-9881-4fb0-b2a2-c2757340e03f|qweqwe1ss|avatar|||||||||||||2024-02-21 14:34:19.079354|2024-02-21 14:34:19.079354|admin|admin
a0a9af6e-e320-43d3-b439-5697c7fcbe3a|qweqwe1ssss|avatar|||||||||||||2024-02-21 14:35:42.735812|2024-02-21 14:35:42.735812|admin|admin
a64f6311-7f4a-4f4a-abeb-2eebdfeac624|qweqweqweqw|avatar|||||||||||||2024-02-21 14:39:32.22041|2024-02-21 14:39:32.22041|admin|admin
c9e9c9e5-1217-418d-886a-585d9cdc290c|test01|$2a$10$HdtUFXcUxNbziffZgKZZl.izCeJEiilqsxqU7kZNSo6iJcNaRp/Sq|2016-01-11 00:00:00|true|quan@gmail.com|||||||true|false||2024-02-21 15:02:51.758872|2024-02-21 15:02:51.758872|admin|admin
a9971185-0308-4794-abb9-bc2f919fd68b|test02|$2a$10$cwI26t5Rq4vdlCiEBHEacOVzDymYTnoeoF5DAbohko/x2JEbcNvKW|2016-01-11 00:00:00|true|quan@gmail.com|||||||true|false||2024-02-21 15:04:28.35932|2024-02-21 15:04:28.35932|admin|admin
53407d96-3a18-4452-a1fe-7cff4fb244da|test05|$2a$10$zA.FK84I9pUq2c0Zjuy6Quu1xBsSHDT9CWVXMpnVlc7w6bgZBipHm|2016-01-11 00:00:00|true|quan@gmail.com|||||||true|false||2024-02-21 15:09:25.435211|2024-02-21 15:09:25.435211|admin|admin
a1e90f78-4af6-4fe7-bf47-7a47f94d192d|test057|$2a$10$4ilixYSTKjwY.sXowRaHG.p8FfR/OueQLY1MSHcAkCBOsZo8GV7ay|2016-01-11 00:00:00|true|quan@gmail.com|||||||true|false||2024-02-21 15:09:43.468546|2024-02-21 15:09:43.468546|admin|admin
d7503c38-86ef-4a7d-ab27-949a2db04bad|test06|$2a$10$bOnZoVEFfvoyE6pWViEny.4yQI20OMwSxQPsnJoeyu16WnEh6if0i|2016-01-11 00:00:00|true|quan@gmail.com|||||||true|false||2024-02-21 15:10:35.681704|2024-02-21 15:10:35.681704|admin|admin
5f897cd5-4eae-4dea-84d4-cd0ec90bcaa3|test07|$2a$10$/tZcr.CK8wrG0HRtVONAvuflPTCH.pFwEzg7dNHUPBtRkPq.KibAK|2016-01-11 00:00:00|true|quan@gmail.com|||||||true|false||2024-02-21 15:12:04.495689|2024-02-21 15:12:04.495689|admin|admin
9af8a726-abe9-4ec8-8201-b2a4a5e299cb|test08|$2a$10$pxapbgVzstc7yx0f9TWXBe7u7ZucNinCSg8ODAv6NOmm14Xo95QBC|2016-01-11 00:00:00|true|quan@gmail.com|||||||true|false||2024-02-21 15:14:03.110464|2024-02-21 15:14:03.110464|admin|admin
97267302-3c27-497a-9a06-b046c467156c|test03|$2a$10$sfpSZg.nFBpiB.MFl.RwuuTwsa6iQc8UjFkb7ZpDUAzJZZwe60b7q|2016-01-11 00:00:00|true|quan@gmail.com||true|||||true|false||2024-02-21 15:05:25.096088|2024-02-21 15:05:25.096088|admin|admin
10a8e6e6-e061-46b8-a199-3eb737c6010e|client_b|$2a$10$H2fnzkVd05EUybKAAaI.lO0r.SYHCh1H9JVpFhiJ9Yv/Ne/QM8Diy|2024-02-20 00:00:00|true|empty|https://w7.pngwing.com/pngs/152/155/png-transparent-male-man-person-business-avatar-icon.png|false|||||false|false||2024-02-20 00:00:00|2024-02-20 00:00:00|admin|admin
9287bcfb-b55b-42e3-89bb-edd1e419cc2d|client_a|$2a$10$H2fnzkVd05EUybKAAaI.lO0r.SYHCh1H9JVpFhiJ9Yv/Ne/QM8Diy|2024-02-20 00:00:00|true|empty|https://w7.pngwing.com/pngs/152/155/png-transparent-male-man-person-business-avatar-icon.png|true|||DSD25IIK7KCFIKBQUJXPJZ7CVL7RANOZ||false|false||2024-02-20 00:00:00|2024-02-20 00:00:00|admin|admin
528c3258-b039-43d0-a55a-2b60ab262fe2|employee_sam|$2a$10$H2fnzkVd05EUybKAAaI.lO0r.SYHCh1H9JVpFhiJ9Yv/Ne/QM8Diy|2024-02-20 00:00:00|true|empty|https://w7.pngwing.com/pngs/152/155/png-transparent-male-man-person-business-avatar-icon.png|true|||||false|false||2024-02-20 00:00:00|2024-02-20 00:00:00|admin|admin
